Country,ISO2,ISO3,Indicator,Unit,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,Industry,Scale,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Belgium,BE,BEL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Basic metals,Units,823.2042919,903.0333298,972.6811299,1018.522341,1093.296973,1112.194602,1267.313784,789.3234715,723.50043,470.5751582,379.6269702,277.169598,217.1085514,289.8060172,160.0296476,225.1007745,153.6044058,136.4609988,185.1874227,187.5634916,235.8752277,278.6691008,231.100101,202.5968833
Belgium,BE,BEL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Chemicals and pharmaceutical products,Units,139.3618646,137.4851468,141.468653,146.9549766,154.8870261,170.0435997,173.9324284,160.384848,130.6175482,112.4808548,115.5633636,116.4469224,101.5145313,82.72966474,159.6204997,129.8893365,109.1288035,119.8673514,124.0120945,130.4221584,147.07612,144.0394839,115.8816173,105.9931217
Belgium,BE,BEL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Coke and refined petroleum products,Units,566.9986186,594.6422504,616.5723502,724.3167788,613.8699717,489.0040178,527.4011445,553.8323653,498.023277,334.8002057,209.2276726,178.2587233,163.522341,131.1753231,203.5689678,168.1527014,123.9606002,118.615966,121.3174836,129.2743953,201.3686859,233.2868804,203.9266078,171.7994361
Belgium,BE,BEL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Computer, electronic and optical products",Units,15.84245779,14.81293381,13.43849136,12.71001311,11.32566963,10.32605294,10.43860452,14.10563554,16.35222697,15.60062402,8.723348143,12.43437414,11.2983249,7.275974402,8.351068129,13.52614234,11.43334579,12.58681531,11.41796903,9.829849978,13.58873181,13.08174985,12.17740557,11.36663487
Belgium,BE,BEL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Construction,Units,26.5393696,26.54570421,30.42650238,28.11752734,26.29394971,33.38213081,37.17406933,37.5427105,26.40237878,23.76031633,21.40970336,20.21800565,18.00856023,16.35729285,18.39768373,16.26192957,14.48076127,17.60193453,16.8357866,15.41748443,15.31360683,15.67596464,15.38999904,13.90489882
Belgium,BE,BEL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Education,Units,25.40315945,30.07321489,31.1027388,30.2425107,29.00979514,28.49406911,38.19251553,38.49740697,35.71559063,31.72326168,29.6221599,28.30727001,22.41778237,19.73479407,20.2820362,14.79107243,11.53015548,12.6614894,13.1715339,10.44633165,14.62814193,14.44901105,13.7277896,12.78693417
Belgium,BE,BEL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Electrical equipment,Units,14.98616662,13.88778668,12.50083711,11.54913937,10.43249495,10.79343208,11.1135271,14.53111215,17.25827758,15.98859609,6.64665955,10.54072047,9.626569331,6.2759732,7.070090304,14.60834523,12.60425744,13.79961506,12.7388535,11.08237902,13.75346907,13.12910284,12.67222087,11.77047572
Belgium,BE,BEL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Electricity, gas, steam and air conditioning supply",Units,2230.43659,2097.900316,2266.619587,2461.529488,2371.537018,2961.16563,2585.774247,2548.058315,2482.013668,2171.12186,2119.517525,1787.492328,1555.654114,1135.585703,1181.622618,1239.508024,967.467606,1046.014767,892.5680455,951.232567,1227.636578,1078.410055,1089.18785,992.91466
Belgium,BE,BEL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Fabricated metal products,Units,19.47720107,18.88454012,18.5011953,18.61492977,19.06128305,12.94729558,13.84360162,17.2970856,18.93180908,17.50037554,9.391027956,13.19741513,11.91756839,7.90380739,9.049227799,16.55346015,14.52557416,15.80716548,14.64147984,12.9944557,15.35711192,14.64371763,14.20077507,13.10184668
Belgium,BE,BEL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Financial and insurance activities,Units,23.68120789,28.12380363,29.09282172,27.91022674,26.21991189,25.06195873,26.19894538,26.27969433,22.76879,20.08510544,19.00578621,16.63683371,12.21884091,12.93483885,12.33928693,16.195568,12.92012191,13.58404625,13.89341187,11.18248122,14.80775163,14.56866797,13.82489283,12.86481041
Belgium,BE,BEL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Fishing and aquaculture,Units,54.12719892,68.63417982,76.97690693,65.2173913,74.4047619,199.5012469,152.1216974,167.1974522,134.8865727,134.9765258,120.7590569,135.2813853,103.6525173,122.1498371,134.1463415,159.5441595,82.87292818,101.5873016,89.05852417,84.23586041,169.2420898,163.3393829,195.9773079,191.5492958
Belgium,BE,BEL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Food products, beverages and tobacco",Units,40.59060608,46.54554376,58.1073294,46.50953614,50.84077992,52.62721878,50.54752883,50.11816815,68.72650376,61.80101517,50.36306831,50.40331474,40.65759671,30.07402838,38.60718035,51.85358234,38.61749372,40.54164957,38.41602464,40.31529019,50.76095004,49.36170977,47.60662988,48.10520579
Belgium,BE,BEL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Human health and social work activities,Units,27.33501947,32.13978543,33.43715218,32.23618772,30.62967288,29.70790362,30.34991669,30.65608956,27.19265148,24.20641161,22.50020809,20.03430812,15.527848,13.76731149,13.6632389,19.2906201,15.41977586,16.81044017,16.67617427,13.60111315,19.52997976,19.22077045,18.3256241,17.1935782
Belgium,BE,BEL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",IT and other information services,Units,29.35010482,33.69309155,35.14848963,32.33041686,29.59330346,47.04463209,51.27055306,50.0948327,41.08182129,37.83703939,24.59016393,22.60859126,17.465745,18.08005647,19.65496034,20.14538579,16.75190539,17.7216656,17.7711792,15.08576042,18.62073953,18.42332712,17.78900946,16.30956609
Belgium,BE,BEL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Land transport and transport via pipelines,Units,220.4127177,226.2617139,250.8948803,251.0104399,251.899178,298.8371608,346.4554264,322.9800454,262.8704083,241.7697207,264.2716285,258.0356953,238.0746058,206.6819259,237.2218371,130.4881443,112.8365911,126.0338716,115.009413,111.7968165,140.4775488,149.4599115,143.1090088,135.9443276
Belgium,BE,BEL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Machinery and equipment n.e.c.,Units,19.08149684,18.2651806,17.49442449,16.61314918,16.01508518,12.16427298,12.76916826,16.52402339,18.10020272,16.98244465,8.363762469,12.24210564,10.80139122,7.073604423,8.049320381,17.90843647,15.32792926,17.07460411,15.65728306,13.66239584,13.77634487,12.97468057,12.50867468,11.70995573
Belgium,BE,BEL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Manufacturing nec; repair and installation of machinery and equipment,Units,222.6275589,265.24733,326.4052126,380.5193493,408.6479903,374.2596125,507.1006403,353.1551345,138.1682938,62.44481901,87.00972062,126.0865896,85.11852041,77.88182451,43.61711248,61.92388477,41.03835693,57.90063504,51.12474438,39.7990538,32.48119124,34.03164075,35.97088954,32.38958295
Belgium,BE,BEL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Mining and quarrying, energy producing products",Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,BE,BEL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Mining and quarrying, non-energy producing products",Units,38.27418232,39.55500618,46.33107939,47.77070064,58.44069598,26.94207454,32.34675724,28.72646026,24.20998981,24.55905336,17.65744556,50.36539601,23.87652426,27.9857802,42.24127221,46.16132167,44.37869822,62.26650062,51.17324014,49.42665085,104.1815328,111.9557706,108.7781432,99.89012087
Belgium,BE,BEL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Mining support service activities,Units,20.83333333,23.17497103,21.8579235,12.64222503,25.67394095,15.26717557,18.01801802,18.62197393,28.53067047,12.88659794,15.17450683,38.75968992,28.40909091,31.46633103,46.01226994,60.79027356,52.91005291,63.29113924,43.66812227,77.82101167,111.1111111,0,0,86.20689655
Belgium,BE,BEL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Motor vehicles, trailers and semi-trailers",Units,10.59909538,12.58829289,13.31352582,11.59088436,12.22203361,15.1957991,16.33902914,18.79339643,16.21274282,12.93031765,10.86567639,13.00935102,12.19712526,9.427981599,12.53388346,12.179333,9.949885069,11.87037183,15.04556722,9.178563964,8.948076472,8.397515839,8.180801968,8.339289969
Belgium,BE,BEL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Other non-metallic mineral products,Units,511.1911865,519.6132597,549.9183667,529.7458621,538.0736871,699.0153317,635.1497654,584.3993369,550.2632902,477.024739,411.7965501,421.0184957,304.4494406,328.7636348,313.2510572,400.8632663,373.4553776,384.6627277,403.5146165,417.4684959,470.8432859,473.6620419,404.9143242,394.5593036
Belgium,BE,BEL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Other service activities,Units,34.13590642,39.37498055,41.66666667,42.02279202,40.05955757,33.02572232,33.22826871,33.22482129,29.11883862,26.66958936,25.17781104,23.08142677,17.93197737,17.70946167,19.22522349,18.22219691,14.55903651,16.17029493,16.12477866,13.12645645,15.47786838,15.15514761,14.5594316,13.59888722
Belgium,BE,BEL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Other transport equipment,Units,16.82935039,19.86649714,21.87263397,19.53582871,20.36911302,15.02014064,16.058304,18.41871888,15.69624038,12.84482231,11.72043674,14.22637,12.2301143,9.48357617,12.66720713,12.08808535,9.600935048,11.76193837,14.71864739,8.995718038,8.357543678,7.696670177,7.477371114,7.725132431
Belgium,BE,BEL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Paper products and printing,Units,58.68400833,61.76085707,71.42449003,56.38300879,57.71677268,71.95601789,73.40180375,82.70307719,76.72095387,72.6295891,55.73203405,56.29064087,74.18230864,45.54607759,57.42593002,60.84776171,40.81251459,46.41682307,47.73198638,48.0723465,68.94677013,70.3911042,70.25969406,64.39934985
Belgium,BE,BEL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Pharmaceuticals, medicinal chemical and botanical products",Units,142.6554449,139.9077087,144.1976356,149.1947266,157.6416677,179.9762015,183.2999479,167.0413239,135.36541,117.8724723,120.7450225,125.0826993,107.4818986,105.0955895,183.3013156,123.2948077,102.6697964,111.8773268,117.6164131,123.8059293,140.6033923,136.8076726,108.5875096,98.7950396
Belgium,BE,BEL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Postal and courier activities,Units,107.015005,112.0811704,143.882102,142.6180347,128.1232254,80.9949714,103.7078562,108.9440805,81.11376574,79.08881495,40.52761416,38.2008339,28.80324544,33.73271889,37.01885712,29.78098567,26.02791399,29.70160703,27.52491988,25.41024945,36.80757184,38.08193249,37.91949711,36.12582904
Belgium,BE,BEL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Professional, scientific and technical activities",Units,28.29671354,33.08855468,34.68162737,32.40094151,30.28226815,35.70536373,36.43418189,36.76441748,30.67647803,27.37908301,22.85567746,20.36230558,15.65823051,15.20007163,15.46642676,16.82380481,13.56323415,14.96833758,15.16243968,12.25128385,16.56640489,16.43786828,15.76359266,14.60284077
Belgium,BE,BEL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Public administration and defence; compulsory social security,Units,33.14303838,38.86474256,41.3832122,40.79608718,39.88363572,37.90225414,46.67591165,46.97710705,40.75341306,37.61858031,35.02484091,31.91347309,26.8872901,24.62290936,22.35290588,22.87448676,19.63890151,21.69563939,20.58212385,18.20959794,26.02395526,26.18801059,25.00301571,23.80643645
Belgium,BE,BEL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Publishing, audiovisual and broadcasting activities",Units,23.94168869,28.17362222,29.02496147,27.73698809,26.08945986,25.39620041,26.06361089,26.31211753,23.16602317,20.61539747,19.11990914,16.78853385,11.97028408,12.6501518,12.42115268,16.87423794,13.42882722,14.97183356,15.21609988,12.50538141,15.89174352,15.53240298,14.77482928,13.84765365
Belgium,BE,BEL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Real estate activities,Units,24.23246879,28.49832546,29.26862994,27.86871421,26.30601755,27.1127927,25.39668944,25.69263557,22.5202493,20.0934192,18.73704458,16.2653958,11.71272717,12.59634234,12.37559247,15.08737946,11.73372674,13.12050505,13.49670479,10.8165199,14.0097677,13.84813589,12.90405487,12.08418261
Belgium,BE,BEL,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Rubber and plastics products,Units,266.5736444,323.4786286,411.7810503,487.2442713,528.7468944,478.947256,655.1347496,452.9847086,179.1950849,76.62777112,103.7755374,157.7761082,100.0593572,92.51462123,63.33158201,82.7074817,50.15093972,79.13927407,69.41726037,48.72886892,32.49037441,32.70125783,37.21108252,33.74532444
